-5.007627301974310052e-01,-4.463541333692886415e-01,-4.001289982226448050e-01,-3.620971681070734305e-01,-3.296045283504027701e-01,-3.037032986695075154e-01,-2.816926686801184410e-01,-2.615732237129181903e-01,-2.438469175589698668e-01,-2.287567951033008251e-01,-2.158386508056203690e-01,-2.041365611855316953e-01,-1.933334389101825646e-01,-1.837552962289389080e-01,-1.750253990242169322e-01,-1.670931096268984395e-01,-1.598443167437619827e-01,-1.530709267221952441e-01,-1.469861477723723442e-01,-1.413820331813764875e-01,-1.362008551349780938e-01,-1.314454077462811898e-01,-1.268573951752760276e-01,-3.543184918986339027e-02,-2.654761168997549908e-02,-2.283208394956159210e-02,-2.162252268340544847e-02,-2.049527611441192415e-02,-1.852804014587952283e-02,-1.678326597849580382e-02
-5.577342944761538579e-01,-4.880431652863807535e-01,-4.359467387382273129e-01,-3.913033719652405651e-01,-3.560480917594139871e-01,-3.241795314273433481e-01,-2.990727542269203676e-01,-2.775892389545904226e-01,-2.578645948741078442e-01,-2.408433940605580470e-01,-2.260668224945044380e-01,-2.134078030722300068e-01,-2.019317735644997613e-01,-1.913448777227269304e-01,-1.819151352283021605e-01,-1.733833466619491004e-01,-1.655977874096622449e-01,-1.584427443652611789e-01,-1.518161398248444871e-01,-1.458316824392851263e-01,-1.403139123174250713e-01,-1.353051184699307075e-01,-1.303381565097006811e-01,-3.059657650840896109e-02,-2.903280154235452284e-02,-2.676783447748931968e-02,-2.408761619857682779e-02,-2.170978615677299217e-02,-1.960944416647637800e-02,-1.775301683185342635e-02
-6.250219575359822199e-01,-5.437619067808368012e-01,-4.773954956930749338e-01,-4.249058137913855893e-01,-3.826005655189195220e-01,-3.492621671023348195e-01,-3.188565818332206314e-01,-2.945576192610897537e-01,-2.736351233060728694e-01,-2.540602977664888629e-01,-2.378907652185686949e-01,-2.234314271609588454e-01,-2.110247588779081696e-01,-1.997685199086799424e-01,-1.893936834722396989e-01,-1.801436575909808324e-01,-1.717508636592571802e-01,-1.641180838913970930e-01,-1.570982501560492239e-01,-1.505836397369318402e-01,-1.447031758716809668e-01,-1.392942717601358404e-01,-3.839037187227742343e-02,-3.530551091147206277e-02,-3.167048793708390764e-02,-2.846274889161925017e-02,-2.556523589442001587e-02,-2.302766703722959260e-02,-2.076998634695251256e-02,-1.878211457024421202e-02
-6.790150702728259269e-01,-6.062223842690028786e-01,-5.282618720752689789e-01,-4.651673573850865218e-01,-4.157484602547285024e-01,-3.761894938392661425e-01,-3.427814054073465844e-01,-3.129725862745513787e-01,-2.904088331139256240e-01,-2.695164418537901452e-01,-2.503425466321356763e-01,-2.344568601791405249e-01,-2.208491724957385438e-01,-2.086881392452891726e-01,-1.976461654448910532e-01,-1.874594729144815619e-01,-1.783889629691551293e-01,-1.701719550538159931e-01,-1.626814320762439148e-01,-1.557765963986816327e-01,-1.494813558947090115e-01,-1.435682374181119769e-01,-4.182026152590267304e-02,-3.751743746801942947e-02,-3.366426826059647909e-02,-3.020835518192059588e-02,-2.715017510250599536e-02,-2.443075084150328480e-02,-2.200841046484324631e-02,-1.987325308250603023e-02
-7.127973764832944426e-01,-6.704326066000980688e-01,-5.880358759506307820e-01,-5.140708990841043047e-01,-4.552273183019900360e-01,-4.066422300507247511e-01,-3.684988590426959698e-01,-3.361582867138119268e-01,-3.081386090902734631e-01,-2.861642181785275518e-01,-2.652091848842909050e-01,-2.471431423574329544e-01,-2.315029233918801110e-01,-2.183186761760098626e-01,-2.063841860782423265e-01,-1.954636462653539519e-01,-1.855465856330261176e-01,-1.766826288744108853e-01,-1.686146517209576867e-01,-1.612019211347712200e-01,-1.544642693788373933e-01,-1.482929361134310564e-01,-4.440165593907534347e-02,-3.988343625140483573e-02,-3.578618109405113518e-02,-3.210525372875139977e-02,-2.882799986364743480e-02,-2.591490706802401789e-02,-2.333667493314869890e-02,-2.104269961492245822e-02
-7.433513965037104043e-01,-7.050003313049768572e-01,-6.604715009559641858e-01,-5.720262050472214588e-01,-5.016082448689249684e-01,-4.464131171958602984e-01,-4.000978654051288719e-01,-3.620897943119492091e-01,-3.295391703975957265e-01,-3.036952561526522487e-01,-2.817442499352260654e-01,-2.613792425760357863e-01,-2.442069151560549156e-01,-2.287559117109590201e-01,-2.158390337639563561e-01,-2.041504559595436197e-01,-1.933689699250857874e-01,-1.837098215075426422e-01,-1.749897923903887542e-01,-1.670384874560121302e-01,-1.597946770252554605e-01,-5.233600699642709797e-02,-4.715721676099384613e-02,-4.236476777554702700e-02,-3.803616523024147544e-02,-3.412690659915732644e-02,-3.061955797461566459e-02,-2.752982868015926149e-02,-2.475352188591395733e-02,-2.230311530179721058e-02
-7.707891606076291424e-01,-7.361476129047762607e-01,-6.964348316551314255e-01,-6.430176904501889723e-01,-5.573349087044539019e-01,-4.883134134396833748e-01,-4.351782628212012005e-01,-3.918493397637564102e-01,-3.559644753717226551e-01,-3.241790844039872943e-01,-2.990730770909224567e-01,-2.771098951786150622e-01,-2.579489527113186798e-01,-2.410490888702565559e-01,-2.260661487874815467e-01,-2.134083789585505819e-01,-2.017228967865856148e-01,-1.913426531503655825e-01,-1.818877616204914727e-01,-1.733638202402916773e-01,-1.655105389861308285e-01,-5.540158741170050916e-02,-5.000276977956862046e-02,-4.499511716448600929e-02,-4.042531011309354050e-02,-3.627282429151401644e-02,-3.254700793608400478e-02,-2.921466709422822564e-02,-2.631481887330178529e-02,-2.365021005245863950e-02
-7.953175100398284236e-01,-7.641014931795870879e-01,-7.286031221058529850e-01,-6.880259742848097160e-01,-6.258273561067116963e-01,-5.437421545265027634e-01,-4.770547368904907160e-01,-4.256267968958535874e-01,-3.835324857172367485e-01,-3.491282238044658426e-01,-3.188722701847672703e-01,-2.945658348997564069e-01,-2.724514993213113523e-01,-2.543474529336102741e-01,-2.381962700336271443e-01,-2.239372391517996941e-01,-2.109695056845285466e-01,-1.995294425823781193e-01,-1.893662401458880429e-01,-1.210469394726679249e-01,-6.764331015936238256e-02,-5.858872136912306183e-02,-5.300842618947025631e-02,-4.778908134046535444e-02,-4.293806884676352326e-02,-3.854557228774851962e-02,-3.458138889018669976e-02,-3.103739164218501448e-02,-2.789529950244682907e-02,-2.508087735889104331e-02
-8.164578109299047703e-01,-7.895677093208059993e-01,-7.575599738203160349e-01,-7.208386379322537785e-01,-6.793383997636521787e-01,-6.070320489413888465e-01,-5.278120114936590834e-01,-4.652255356795541585e-01,-4.161732357331070498e-01,-3.758501484643682611e-01,-3.420002280406785333e-01,-3.134411106707148953e-01,-2.899718026498547818e-01,-2.687898544683349766e-01,-2.509341976371894378e-01,-2.343687749456297709e-01,-1.355505930770922740e-01,-1.103774028908038884e-01,-8.843008336089912269e-02,-7.746098742186849351e-02,-6.768826426105836735e-02,-6.162608397723794845e-02,-5.612504047941910268e-02,-5.066046874155129276e-02,-4.559441287215303118e-02,-4.095858175070883622e-02,-3.675589196416761961e-02,-3.299274978478931863e-02,-2.961572164040612506e-02,-2.662603380745034998e-02
-8.353803302315204737e-01,-8.114684132290502783e-01,-7.835424178114266391e-01,-7.504961260485238927e-01,-7.130590741254370091e-01,-6.703980469825949751e-01,-5.889507573852970079e-01,-5.146221954447016689e-01,-4.558162488277717195e-01,-4.071200592509063299e-01,-3.690649290196745813e-01,-3.364698425623960931e-01,-3.082130654201373221e-01,-1.585840732086189475e-01,-1.266906971378543578e-01,-1.090486234150928185e-01,-9.733758313950258145e-02,-8.994419772387114709e-02,-8.429067265425616018e-02,-7.765866745684221750e-02,-7.089239922079687561e-02,-6.492597724536187942e-02,-5.931573082289301468e-02,-5.367848853630592665e-02,-4.839855880858294490e-02,-4.352133306691585019e-02,-3.906321912725022050e-02,-3.505071240012368194e-02,-3.146363311883565439e-02,-2.825977264697614524e-02
