-2.375369720615840308e+01,-2.288783717176002241e+01,-2.323743804375491706e+01,inf,-2.677473123514257125e+01,-2.941949500727035272e+01,-3.343597151350083863e+01,-3.906194912441250011e+01,-4.391945368761381019e+01,-3.379606632419088186e+01
-2.355706801467735190e+01,-2.261279619204951175e+01,-2.286791168369171601e+01,inf,-2.618476768638268837e+01,-2.874194223402312431e+01,-3.277618774434152726e+01,-3.896412913121617549e+01,-4.344193450260453915e+01,-4.937989840208507530e+01
-2.336357436272632881e+01,-2.234386020752869229e+01,inf,-2.333908100903875393e+01,-2.561842442638276296e+01,-2.847308205743190257e+01,-3.212994789978179710e+01,-3.897144668575581505e+01,-4.296510499784124448e+01,-4.902326184151679200e+01
-2.317285150430394225e+01,-2.208115081214429409e+01,-2.196729547559478135e+01,-2.292067516391935555e+01,-2.507567304553715104e+01,-2.847222546348989525e+01,-3.149373069438300377e+01,-3.851628530073370626e+01,-4.247766391573303224e+01,-3.336235859137769211e+01
-2.298449751155482090e+01,-2.182079570033872429e+01,-2.162579003325374316e+01,-2.250729855182991557e+01,inf,-2.790800583658766598e+01,-3.085484201000810245e+01,-3.806705419588423922e+01,-3.119167460422287874e+01,-3.296080293323882415e+01
-2.279817451245892101e+01,-2.150180142595574750e+01,-2.109002998157610875e+01,-2.209845040302058194e+01,inf,-2.736261108458679203e+01,-2.679705621197966892e+01,-3.762175327936549252e+01,-3.079137880497310675e+01,-4.862494315402989997e+01
-2.261382151006112551e+01,-2.128187113182190160e+01,-2.077347928930522514e+01,-2.169468691702067531e+01,-2.335811882751767143e+01,-2.683374672813300776e+01,-3.283444106548688524e+01,-3.718497583586239585e+01,-4.317418212598322924e+01,-4.830431595073058304e+01
-2.243129983483550660e+01,-2.106769173061325162e+01,-2.046627260330447484e+01,-2.129518209111046900e+01,-2.294541814614030883e+01,-2.632206174582201186e+01,-3.239864596306379951e+01,-3.675627347997929206e+01,-4.282029187552893035e+01,-4.797414295937070960e+01
-2.225005189499068692e+01,-2.085864449907672835e+01,-2.016639715840361902e+01,-2.080318850089962268e+01,-2.254284980310798758e+01,-2.582670918620279465e+01,-3.197325675345306450e+01,-3.633345884176836194e+01,-2.959583033771842153e+01,-4.764744027997458176e+01
-2.207020409063814270e+01,-2.065415503104117434e+01,-1.987633842166458464e+01,-2.043053359788569523e+01,-2.214360347202458712e+01,-2.534696977135848073e+01,-3.155842144568420338e+01,-3.592112206975275512e+01,-4.281181060774681413e+01,-4.731761323735346991e+01
