-2.375369720615840308e+01,-2.288783717176002241e+01,-2.323743804375491706e+01,inf,inf,-2.738070701047040600e+01,inf,-3.059991828588469076e+01,-3.218358186285786360e+01,-3.379606632419088186e+01
-2.355679460973193429e+01,-2.261279619204951175e+01,-2.286726467492209025e+01,inf,inf,-2.692245348393762328e+01,-2.850830241501466134e+01,-3.018463554139849592e+01,-3.170923622112080409e+01,-3.332310029036783305e+01
-2.336301997248027362e+01,-2.234386020752869229e+01,inf,-2.333908100903875393e+01,inf,-2.655323624513945546e+01,-2.811208692584863300e+01,-2.974117330723967711e+01,-3.123516229472196315e+01,-3.284651958018081075e+01
-2.317199315351347622e+01,-2.208115081214429409e+01,-2.196729547559478135e+01,-2.292067516391935555e+01,inf,-2.612394293161832337e+01,-2.767292860123750486e+01,-2.955116905690171336e+01,-3.159099297075220036e+01,-3.336235859137769211e+01
-2.298337814178545457e+01,-2.182079570033872429e+01,-2.162526355330408023e+01,-2.250729855182991557e+01,inf,-2.569639226139027954e+01,-2.723429267069086634e+01,-2.912846127081616387e+01,-3.119167460422287874e+01,-3.296080293323882415e+01
-2.279687947056097030e+01,-2.150180142595574750e+01,-2.109002998157610875e+01,-2.209845040302058194e+01,inf,-2.527031265012583816e+01,-2.679705621197966892e+01,-2.905840472411408015e+01,-3.079137880497310675e+01,-3.256002171957513269e+01
-2.261315744784856818e+01,-2.128187113182190160e+01,-2.077347928930522514e+01,-2.169468691702067531e+01,-2.334688894344240850e+01,-2.484588587625462708e+01,-2.663763996253699773e+01,-2.866324553493295468e+01,-3.039319789020712292e+01,-3.288668487514760841e+01
-2.243029383708939761e+01,-2.106769173061325162e+01,-2.046627260330447484e+01,-2.129518209111046900e+01,-2.294271207456229789e+01,-2.442343621488522487e+01,-2.622250275216474691e+01,-2.826909753187072027e+01,-2.999384436006199905e+01,inf
-2.224888663305369363e+01,-2.085864449907672835e+01,-2.016639715840361902e+01,-2.075011233756695006e+01,-2.254104452022206218e+01,-2.400230694663797237e+01,-2.580873271618958498e+01,-2.787495164747740972e+01,-2.959583033771842153e+01,inf
-2.206874411139223824e+01,-2.065415503104117434e+01,-1.987633842166458464e+01,-2.036890454071668444e+01,inf,-2.358293108128834348e+01,-2.539565811493710612e+01,-2.748123102309369159e+01,-2.919737823912659636e+01,inf
