3.076059886228128663e-04,5.998687769751422484e-04,1.243520459912184203e-03,2.237104665084930625e-12,3.335945027413634613e-03,1.701017250555638891e-02,4.549322261444471716e-01,5.462516387809789320e-01,6.009955527064866354e-01,6.239043954985670215e-01
1.707593655336351625e-04,4.429891771002006308e-04,1.162728281971848023e-03,0.000000000000000000e+00,3.397065588241031300e-03,8.931176029185602938e-02,4.407902700418304121e-01,5.600920645603366665e-01,5.984930588306834887e-01,6.296288855201493950e-01
5.256983950554819872e-05,3.399726029474304991e-04,7.629530423573387989e-04,1.350219978966030795e-03,3.066135057106198891e-03,2.178394344330839352e-02,4.256661924857755297e-01,5.641886198061788482e-01,5.957251449528415677e-01,6.331987199920462439e-01
-5.171992221054605080e-05,2.739500713513292143e-04,5.271335729934652258e-04,1.193883959618321621e-03,2.477696023825884993e-03,1.124717451200859912e-02,4.109468184039960503e-01,5.600874103346633603e-01,5.930037172480685514e-01,6.323056069580855754e-01
-8.911186085492532952e-05,2.337078942605447555e-04,5.174040473328796489e-04,1.163891935716594066e-03,2.262683442995462937e-03,7.877542731716711058e-03,3.951693239417152781e-01,5.676583593420100327e-01,5.903624871234239846e-01,6.336962772118035492e-01
-1.339643867210924390e-04,1.201033732477219536e-04,2.829989029679110175e-04,1.240354270544377852e-03,2.061705346024873733e-03,6.002486848356781111e-03,3.782916041582135569e-01,5.642292864535681796e-01,6.035781128902005799e-01,6.386289767164734510e-01
-1.740736400188394519e-04,1.183796038923502151e-04,0.000000000000000000e+00,1.116317967020314652e-03,2.067683835624998297e-03,6.834577982593441174e-03,3.604468827978249412e-01,5.605048969586963192e-01,6.058292284714661413e-01,6.381610892927820355e-01
-1.185540278701062509e-04,7.522879148480344342e-05,3.580785782266150902e-04,1.041445670322551807e-03,1.654189565478013726e-03,5.668594371891826252e-03,3.423824398639219724e-01,5.568891708689297504e-01,6.152125263553529511e-01,6.373639652487962381e-01
-1.357463776769455286e-04,6.282135687761226061e-05,2.773154310895353087e-04,1.038085296784252562e-03,1.728280139793036312e-03,4.955323420837105808e-03,3.238961805516758496e-01,5.532399752028668294e-01,6.138071713909727389e-01,6.366586349645878551e-01
-8.392600321678586931e-05,3.290532607892169955e-06,2.315578694804402212e-04,8.330581598480431326e-04,0.000000000000000000e+00,4.388359149684184848e-03,3.055861689300581885e-01,5.494865727003450662e-01,6.123286829701374279e-01,6.359360086055168004e-01
