5.048759062201184844e-04,7.858592600603713212e-04,1.811300666552022190e-03,2.013783914581026466e-06,3.818261749684310757e-01,5.260101696601346966e-01,6.686131175573246654e-01,8.000138731857783236e-01,8.536822816749585208e-01,9.015987036800384713e-01
5.691685885636580929e-04,7.725384270705635062e-04,1.767123824832500913e-03,1.302507903439594454e-08,3.471874206246949868e-01,5.022687504631273558e-01,6.545203304407112288e-01,8.057619671067477451e-01,8.495981452473899687e-01,9.098301366156389403e-01
6.400201508072202693e-04,7.878343402797383663e-04,1.010132270019459842e-27,3.084215193532057094e-03,3.106445703632318978e-01,5.050070425220923864e-01,6.400324063959244025e-01,8.162222181778207020e-01,8.450080680494745922e-01,9.084243956182573854e-01
4.590201204722674493e-04,5.579861844595341343e-04,1.112385517996586403e-03,2.600029917230553024e-03,2.720350371183128946e-01,5.308981271877439845e-01,6.248075824367291808e-01,8.111631609898521944e-01,8.622268992522948983e-01,9.097421334351607491e-01
4.836445542062702647e-04,9.754982139066561855e-05,9.745572957268102549e-04,7.521247310866953709e-04,2.120153400839080160e-01,5.119770677755322019e-01,6.706789422902020847e-01,8.059887212030409920e-01,8.674701434275005063e-01,9.143201088778338814e-01
4.671588584727991026e-04,2.891709990765635560e-04,5.433779048979939371e-04,1.790880638499376971e-03,1.338298301002969759e-01,4.932378139356456970e-01,6.738188250538771351e-01,8.004858797109595248e-01,8.753734898294971423e-01,9.189341452747492589e-01
2.187965122521123070e-04,2.057678652292961792e-04,4.600368584311288452e-04,1.668719197631734694e-03,4.730471377984300785e-02,4.745420195089841142e-01,7.293126424545223196e-01,7.950937094369828761e-01,8.827845238650933180e-01,9.180656266339655147e-01
-3.588987664075789122e-06,1.451988061032376287e-04,4.993136977769390208e-04,1.500000253291678461e-03,1.851603145441869588e-02,4.561491617986895286e-01,7.217814987269365323e-01,7.896476492853856666e-01,8.806712628263506648e-01,9.169755513015316328e-01
-1.155506251319709447e-04,1.079141726369215875e-04,2.786239813898516325e-04,1.249616751650980441e-03,1.128016019437337071e-02,4.381012028464631447e-01,7.143186308507373239e-01,7.841018628935025880e-01,8.840814953779133623e-01,9.159332110504858626e-01
-1.345160662868497047e-04,4.153745447186661264e-05,2.469889492480222687e-04,1.144055993847624799e-03,8.281797131247020660e-03,4.207821802082989393e-01,7.070237969801302924e-01,7.786266619294259783e-01,8.964980385165253196e-01,9.148005318229401883e-01
