-2.792898267572638371e+00,-7.533717282067507348e+00,-1.248357055630645185e+01,-1.744839704003670633e+01,-2.242030357186708400e+01,-2.739893362320126258e+01,-3.237534440405580938e+01,-3.735239060053213933e+01,-4.232241937021984768e+01,-4.730064110290533819e+01,-5.227879765404820489e+01,-5.725714267500983823e+01,-6.223545825508531948e+01,-6.721380180491692613e+01,-7.219221649611782254e+01,-7.717060841323562670e+01,-8.214904619250894768e+01,-8.712739683909627786e+01,-9.210578918168849327e+01,-9.708417875080516524e+01
-1.486987519606460362e+00,-6.242905981751224687e+00,-1.117872146623425245e+01,-1.614238847796308818e+01,-2.111396821381465116e+01,-2.608837931831281409e+01,-3.106469033299981675e+01,-3.604156522555604880e+01,-4.101888434003308248e+01,-4.598808663889509063e+01,-5.096641731880973936e+01,-5.594488822566222552e+01,-6.092336893975716805e+01,-6.590181615626946154e+01,-7.088032531654509683e+01,-7.585877018165663799e+01,-8.083725180559456192e+01,-8.581570106461562375e+01,-9.079420393870640282e+01,-9.577257176302222774e+01
-4.670747638328771045e-01,-2.093150238397867291e+00,-9.876363802274020998e+00,-1.483473706690135074e+01,-1.980445730732639475e+01,-2.477837412385612126e+01,-2.975411427942657383e+01,-3.473078583616338477e+01,-3.970798304852372240e+01,-4.468550021920930959e+01,-4.965372769465841429e+01,-5.463248752628270921e+01,-5.961124266627680157e+01,-6.458971227031506146e+01,-6.956833756511504419e+01,-7.454687132162587204e+01,-7.952543323969257472e+01,-8.450392954229729980e+01,-8.948249962899612342e+01,-9.446092232310790848e+01
1.953614079286412342e-01,-3.716423373970172417e+00,-8.578009103090710852e+00,-1.352819072255767452e+01,-1.849554441487496348e+01,-2.346835175122787476e+01,-2.844363474431701633e+01,-3.342006085438422502e+01,-3.839711512974833596e+01,-4.337454324023904206e+01,-4.835220766040308149e+01,-5.332000929667511002e+01,-5.829872726162526675e+01,-6.327751294641470992e+01,-6.825623632509612548e+01,-7.323500821553149365e+01,-7.821353668595715192e+01,-8.319212890447549569e+01,-8.817069019504555172e+01,-9.314928686680437409e+01
4.622786527766712394e-01,-2.531727566880690894e+00,-7.287904290691000320e+00,-1.222352691235139588e+01,-1.718711298857671110e+01,-2.215855291718018094e+01,-2.713326855483537159e+01,-3.210939882880662566e+01,-3.708628580587832602e+01,-4.206361064500266878e+01,-4.704120872728083924e+01,-5.201898536944339924e+01,-5.698610765992755489e+01,-6.196510768002747227e+01,-6.694400086981349318e+01,-7.192280941244828796e+01,-7.690154979777206279e+01,-8.188031092231602770e+01,-8.685896585425531669e+01,-9.183756006634831692e+01
5.765274526626322782e-01,-1.511885216838740664e+00,-6.010567793008896764e+00,-1.092060181589296342e+01,-1.587892573841991428e+01,-2.084851722400389207e+01,-2.582303690766252657e+01,-3.079881283405370596e+01,-3.577550207535941951e+01,-4.075270677638319228e+01,-4.573022839626025160e+01,-5.070795457951768270e+01,-5.568581729133799030e+01,-6.065250061447511598e+01,-6.563170733173113547e+01,-7.061058201716615201e+01,-7.558942562387822761e+01,-8.056822666806461086e+01,-8.554698341254794514e+01,-9.052566035354435314e+01
7.095247315149354472e-01,-8.491655003184483963e-01,-4.761160222430032896e+00,-9.623427992170027423e+00,-1.457282562229316625e+01,-1.954029601046456932e+01,-2.451298244852634411e+01,-2.948831800539953107e+01,-3.446476865601446349e+01,-3.944183489625441297e+01,-4.441926939652400819e+01,-4.939693777150277754e+01,-5.437476124689288781e+01,-5.935269231003055523e+01,-6.431901851644254009e+01,-6.929820215746090639e+01,-7.427720546854615691e+01,-7.925617070537651898e+01,-8.423498490674117534e+01,-8.921375615120361147e+01
-9.220288417688650429e-02,-5.822764592731104472e-01,-3.576541957907990898e+00,-8.332577725313367267e+00,-1.326757310189195849e+01,-1.823185127467478139e+01,-2.320311134563699795e+01,-1.354548468417490881e+01,-3.315409629196011565e+01,-2.138674565574694597e+01,-4.310833430722837534e+01,-4.808593693927099366e+01,-5.306371632601010191e+01,-5.804161624726773283e+01,-6.301960158241875121e+01,-6.798582814088425152e+01,-7.296488200892407860e+01,-7.794397061404734472e+01,-8.292293951659749496e+01,-8.790181314590509487e+01
-8.924855491890258952e-01,-4.688950546925267915e-01,-2.556639690327483283e+00,-7.055374034877911704e+00,-1.196614133705550920e+01,-1.692410186990199250e+01,-2.189345231847924467e+01,-2.686765448157910186e+01,-3.184349316939762176e+01,-3.682020716985809372e+01,-4.179742563906000896e+01,-4.677495429063365862e+01,-5.175268386965133516e+01,-5.673054913662840448e+01,-6.170850968245594714e+01,-6.668653864472231874e+01,-7.165249540574556875e+01,-7.663163246608762336e+01,-8.161075685824883408e+01,-8.658975668072781673e+01
-1.692318737868323542e+00,-2.915424448611668717e-01,-1.894219777141189942e+00,-5.805897063827718974e+00,-1.066782784938911099e+01,-1.561701708216151374e+01,-2.058501542459050881e+01,-2.555751205839861484e+01,-3.053296799015105023e+01,-3.550946453929339697e+01,-4.048654682179191155e+01,-4.546399223090047315e+01,-5.044166527935418998e+01,-5.541949184216804269e+01,-6.039742493127027956e+01,-6.537543382292599858e+01,-7.035349844418675502e+01,-7.531913134530519471e+01,-8.029844302423100544e+01,-8.527759308809881134e+01
-2.491961214531170032e+00,-1.101673523826747658e+00,-1.627198443948344897e+00,-4.621306791742791020e+00,-9.376723026465676014e+00,-1.431305935110489713e+01,-1.927645709379534011e+01,-2.424747603913922234e+01,-2.922252587046696348e+01,-3.419877386349982373e+01,-3.917570375622487688e+01,-4.415305125336212910e+01,-4.913066209352873415e+01,-5.410844538598883702e+01,-5.908634803148372328e+01,-6.406433474140150963e+01,-6.904238302419524587e+01,-7.400643647870629138e+01,-7.898597507675374629e+01,-8.396530492476036045e+01
-3.291505745332251820e+00,-1.958858919583893243e+00,-1.513604834516716346e+00,-3.601440828031642116e+00,-8.100053958376333796e+00,-1.301089345366511374e+01,-1.796896002506870005e+01,-2.293648916891690703e+01,-2.791215855464337281e+01,-3.288814034511870688e+01,-3.786490416330794773e+01,-4.284213596076030228e+01,-4.781967595946954219e+01,-5.279741087697754409e+01,-5.777528004880659296e+01,-6.275324215998918476e+01,-6.773127238296056873e+01,-7.270935300859181893e+01,-7.767332485580668333e+01,-8.265308536695903285e+01
