-1.525293240487181734e+00,-1.774827446568555178e+00,-2.024362349817452333e+00,-2.297476507351861930e+00,-3.809653006021628485e+00
-1.375827441880243196e+00,-1.625361645651047349e+00,-1.874895927815249053e+00,-2.124432872357792323e+00,-3.566129128677700155e+00
-1.226361643792680978e+00,-1.475895842503230693e+00,-1.725430058181109727e+00,-1.974964624114208700e+00,-3.326116587586348761e+00
-1.076895853649735724e+00,-1.326430045155911230e+00,-1.575964286327101505e+00,-1.825498509330164332e+00,-3.088994952190657894e+00
-9.274300695296839869e-01,-1.176964258693757426e+00,-1.426498694552480684e+00,-1.691652050878369007e+00,-2.857794662572594291e+00
